variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised
l-camitine,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,amino_acid,,,,,,,fortification_agent
wheatflour,wheat,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
mango bits,mango,cut/sliced pieces,cut/sliced pieces,sweetener,drying,NULL,base ingredient,0,0.1,0.625,0.42,0.1,0.625,0.28,0.406,1,True,False,,,,,,,,,,sweetener
mango pulp,mango,pulp/puree,pulp/puree,base ingredient,NULL,NULL,NULL,0,0.25,0.12,0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material
smp powder,milk,NULL,skim/defatted meal,base ingredient,?spray drying,powder,NULL,0,0.55,0.12,0.42,0.55,0.12,0.213,0.339,1,True,True,,,,,,,,,,processed_ingredient
milk solid,milk,NULL,powder,base ingredient,?spray drying,concentrate,NULL,0,0.42,0.12,0.42,0.42,0.12,0.174,0.3,1,True,True,,,,,,,,,,processed_ingredient
milksolids,milk,NULL,powder,base ingredient,?spray drying,concentrate,NULL,0,0.42,0.12,0.42,0.42,0.12,0.174,0.3,1,True,True,,,,,,,,,,processed_ingredient
ragi flour,finger millet,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
dried mint,mint,drying,whole/fresh pieces,taste profile / spice,NULL,cut/sliced pieces|powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice
dry pudina,mint,drying,whole/fresh pieces,taste profile / spice,NULL,cut/sliced pieces|powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice
mint puree,mint,pulp/puree,pulp/puree,taste profile / spice,NULL,NULL,flavouring agent,0,0.25,0.18,0,0.25,0.675,0.147,0.345,1,True,False,,,,,,,,,,taste profile / spice
peppermint,peppermint,NULL,whole/fresh pieces,taste profile / spice,NULL,cut/sliced pieces,flavouring agent,0,0.05,0.18,0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice
pistachios,pistachio,NULL,whole/fresh pieces,base ingredient,roasting,NULL,NULL,0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
white till,sesame,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
sesame oil,sesame,cold pressing|solvent extraction,oil,lipid base,refining,NULL,NULL,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base
soy flakes,soybean,NULL,flakes,base ingredient,NULL,NULL,NULL,0,0.36,0.12,0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material
soya seeds,soybean,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
soya flour,soybean,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
strawberry,strawberry,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
cane sugar,sugarcane,refining,crystalline chemical,sweetener,NULL,juice,base ingredient,0.75,0.98,0.625,0.75,0.98,0.625,0.769,0.769,3,False,False,,,,,,,,refined_sucrose,,sweetener
palm sugar,palm,refining,crystalline chemical,sweetener,NULL,juice,base ingredient,0.75,0.98,0.625,0.75,0.98,0.625,0.769,0.769,3,False,False,,,,,,,,refined_sucrose,,sweetener
desi khand,sugarcane,refining,crystalline chemical,sweetener,NULL,juice,base ingredient,0.75,0.98,0.625,0.75,0.98,0.625,0.769,0.769,3,False,False,,,,,,,,,,sweetener
black gram,black gram,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
vitamins a,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,vitamin_fat_soluble,,,,,,,fortification_agent
wafer cone,wheat,?baking,NULL,base ingredient,NULL,dense block,carrier,0.58,0,0.12,0.58,0.38,0.94,0.222,0.664,1,True,True,,,,,,,,,,raw_agricultural_material
m.p. wheat,wheat,NULL,NULL,base ingredient,milling,flour/fine powder|coarse grits,NULL,0,0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
wheat bran,wheat,milling,skim/defatted meal,base ingredient,NULL,NULL,bulking agent,0.28,0.55,0.12,0.28,0.55,0.375,0.297,0.399,1,True,False,,,,,bran,,,,,processed_ingredient
zinc oxide,mineral,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,,,mineral_nutrient,,,,,,,anticaking agent
flax seeds,flax,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
badam bits,almond,cut/sliced pieces,cut/sliced pieces,base ingredient,roasting,NULL,NULL,0,0.1,0.12,0.58,0.1,0.12,0.078,0.252,1,False,False,,,,,,,,,,raw_agricultural_material
oats flour,oats,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
curry leaf,curry leaf,NULL,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
asafoetida,asafoetida,NULL,extract/oleoresin,taste profile / spice,?compounding,NULL,flavouring agent,0,0.86,0.18,0.35,0.86,0.675,0.33,0.633,2,False,True,,,,,,,,,,taste profile / spice
ennel seed,fennel,NULL,NULL,taste profile / spice,NULL,NULL,flavouring agent,0,0,0.18,0,0,0.675,0.072,0.27,1,False,False,,,,,,,,,,taste profile / spice
green peas,green pea,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
toned milk,milk,NULL,NULL,base ingredient,pasteurization,NULL,NULL,0,0,0.12,0.48,0,0.12,0.048,0.192,1,False,False,,,,,,,,,,raw_agricultural_material
sweet whey,milk,NULL,whey powder,base ingredient,NULL,NULL,NULL,0,0.52,0.12,0,0.52,0.12,0.204,0.204,1,False,False,,,,,,,,,,processed_ingredient
a2 protein,milk,NULL,protein isolate,base ingredient,NULL,NULL,NULL,0,0.78,0.12,0,0.78,0.12,0.282,0.282,1,False,False,,,,,,,,,,processed_ingredient
rama tulsi,tulsi,NULL,whole/fresh pieces,flavouring agent,NULL,cut/sliced pieces,taste profile / spice,0,0.05,0.675,0,0.1,0.675,0.285,0.3,1,True,False,,,,,,,,,,flavouring agent
vana tulsi,tulsi,NULL,whole/fresh pieces,flavouring agent,NULL,cut/sliced pieces,taste profile / spice,0,0.05,0.675,0,0.1,0.675,0.285,0.3,1,True,False,,,,,,,,,,flavouring agent
bay leaves,bay laurel,NULL,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
gram flour,chickpea,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
split gram,chickpea,NULL,cut/sliced pieces,base ingredient,NULL,NULL,NULL,0,0.1,0.12,0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
gram grits,chickpea,NULL,coarse grits,base ingredient,milling,NULL,NULL,0,0.3,0.12,0.28,0.3,0.12,0.138,0.222,1,False,False,,,,,,,,,,raw_agricultural_material
gram pulse,chickpea,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
whole gram,chickpea,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
black rice,black rice,NULL,NULL,base ingredient,milling,flour/fine powder|coarse grits,NULL,0,0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
brown rice,brown rice,NULL,NULL,base ingredient,milling,flour/fine powder|coarse grits,NULL,0,0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
chia seeds,chia,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
chick peas,chickpea,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
red chilli,chilli,NULL,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
red chilly,chilli,NULL,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
cocoa mass,cocoa,NULL,dense block,base ingredient,NULL,NULL,NULL,0,0.38,0.12,0,0.38,0.12,0.162,0.162,1,False,False,,,,,,,,,,processed_ingredient
cocoa nibs,cocoa,NULL,cut/sliced pieces,base ingredient,NULL,NULL,NULL,0,0.1,0.12,0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
cumin seed,cumin,NULL,NULL,taste profile / spice,NULL,NULL,flavouring agent,0,0,0.18,0,0,0.675,0.072,0.27,1,False,False,,,,,,,,,,taste profile / spice
edible gum,acacia,NULL,gum,thickener,NULL,NULL,stabiliser,0,0,0.615,0,0,0.65,0.246,0.26,1,False,False,,,,,,,,,,thickener
gum arabic,acacia,NULL,gum,thickener,NULL,NULL,stabiliser,0,0,0.615,0,0,0.65,0.246,0.26,1,False,False,,,,,,,,,,thickener
gum acacia,acacia,NULL,gum,thickener,NULL,NULL,stabiliser,0,0,0.615,0,0,0.65,0.246,0.26,1,False,False,,,,,,,,,,thickener
acacia gum,acacia,NULL,gum,thickener,NULL,NULL,stabiliser,0,0,0.615,0,0,0.65,0.246,0.26,1,False,False,,,,,,,,,,thickener
emulsifier,palm | soybean | sunflower,NULL,emulsifier powder,emulsifier,solvent extraction|refining,NULL,stabiliser,0,0.89,0.825,0.82,0.89,0.825,0.597,0.843,2,True,False,,,,,,,,,,emulsifier
emulsfying,palm | soybean | sunflower,NULL,NULL,emulsifier,solvent extraction|refining,emulsifier powder,stabiliser,0,0,0.825,0.82,0.89,0.825,0.33,0.843,2,True,False,,,,,,,,,,emulsifier
emuslifier,palm | soybean | sunflower,NULL,emulsifier powder,emulsifier,solvent extraction|refining,NULL,stabiliser,0,0.89,0.825,0.82,0.89,0.825,0.597,0.843,2,True,False,,,,,,,,,,emulsifier
sodium img,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,mineral_nutrient,,,,,,,fortification_agent
grape pulp,grape,NULL,pulp/puree,base ingredient,NULL,juice,NULL,0,0.25,0.12,0,0.5,0.12,0.123,0.198,1,False,False,,,,,,,,,,raw_agricultural_material
green gram,mung bean,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
mung beans,mung bean,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
moong bean,mung bean,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
guava pulp,guava,NULL,pulp/puree,base ingredient,NULL,juice,NULL,0,0.25,0.12,0,0.5,0.12,0.123,0.198,1,False,False,,,,,,,,,,raw_agricultural_material
jamun pulp,java plum,NULL,pulp/puree,base ingredient,NULL,juice,NULL,0,0.25,0.12,0,0.5,0.12,0.123,0.198,1,False,False,,,,,,,,,,raw_agricultural_material
papad khar,synthetic,NULL,crystalline chemical,raising agent,NULL,NULL,NULL,0,0.98,0.475,0,0.98,0.475,0.484,0.484,2,False,False,,,,,,,,,,raising agent
lime juice,lime,NULL,juice,flavouring agent,NULL,NULL,acidity regulator,0,0.5,0.675,0,0.5,0.86,0.42,0.494,2,False,False,,,,,,,,,,flavouring agent
malic acid,apple,fermentation,crystalline chemical,acidity regulator,NULL,NULL,antioxidant|preservative,0.56,0.98,0.86,0.56,0.98,0.885,0.806,0.816,3,False,False,,,,,,,,,,acidity regulator
monk fruit,monk fruit,NULL,whole/fresh pieces,sweetener,NULL,NULL,flavouring agent,0,0.05,0.625,0,0.05,0.675,0.265,0.285,1,False,False,,,,,,,,,,sweetener
moth flour,moth bean,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
niger seed,niger,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
nut pieces,almond | cashew | pistachio | walnut,NULL,cut/sliced pieces,base ingredient,NULL,NULL,NULL,0,0.1,0.12,0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
nuts paste,almond | cashew | pistachio | walnut,NULL,pulp/puree,base ingredient,NULL,NULL,NULL,0,0.25,0.12,0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material
palm sugar,palm,NULL,crystalline chemical,sweetener,refining,juice,base ingredient,0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,False,,,,,,,,refined_sucrose,,sweetener
peach pulp,peach,NULL,pulp/puree,base ingredient,NULL,juice,NULL,0,0.25,0.12,0,0.5,0.12,0.123,0.198,1,False,False,,,,,,,,,,raw_agricultural_material
pigeon pea,pigeon pea,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
poppy seed,poppy,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
vitamin b6,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,vitamin_water_soluble,,,,,,,fortification_agent
rice flour,rice,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
rice grits,rice,milling,coarse grits,base ingredient,NULL,NULL,NULL,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material
brown rice,brown rice,NULL,NULL,base ingredient,milling,flour/fine powder|coarse grits,NULL,0,0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
black rice,black rice,NULL,NULL,base ingredient,milling,flour/fine powder|coarse grits,NULL,0,0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
white poha,rice,NULL,flakes,base ingredient,NULL,NULL,NULL,0,0.36,0.12,0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material
rice floor,rice,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
nylon poha,rice,NULL,flakes,base ingredient,NULL,NULL,NULL,0,0.36,0.12,0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material
rose petal,rose,NULL,whole/fresh pieces,flavouring agent,drying,cut/sliced pieces|powder,taste profile / spice,0,0.05,0.675,0.42,0.42,0.675,0.285,0.522,1,True,False,,,,,,,,,,flavouring agent
rose water,rose,NULL,juice,flavouring agent,NULL,NULL,NULL,0,0.5,0.675,0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent
bansi rawa,wheat,milling,coarse grits,base ingredient,NULL,NULL,NULL,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,semolina,,,,,raw_agricultural_material
idly ravva,rice,milling,coarse grits,base ingredient,NULL,NULL,NULL,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material
soya sauce,soybean,fermentation,NULL,flavouring agent,NULL,extract/oleoresin,base ingredient,0.56,0,0.675,0.56,0.86,0.675,0.438,0.696,2,False,False,,,,,,,,,,flavouring agent
star anise,star anise,drying,whole/fresh pieces,taste profile / spice,NULL,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice
tea leaves,tea,NULL,whole/fresh pieces,flavouring agent,fermentation,NULL,taste profile / spice,0,0.05,0.675,0.56,0.05,0.675,0.285,0.453,1,True,False,,,,,,,,,,flavouring agent
vitamins d,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,vitamin_fat_soluble,,,,,,,fortification_agent
vitamin d2,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,vitamin_fat_soluble,,,,,,,fortification_agent
vitamin d3,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,vitamin_fat_soluble,,,,,,,fortification_agent
watermelon,watermelon,NULL,whole/fresh pieces,base ingredient,NULL,juice,sweetener,0,0.05,0.12,0,0.5,0.625,0.063,0.4,1,True,False,,,,,,,,,,raw_agricultural_material
aavarampoo,aavarampoo,NULL,whole/fresh pieces,NULL,drying,powder,NULL,0,0.05,0,0.42,0.42,0,0.015,0.252,1,False,False,,,,,,,,,,NULL
l-arginine,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,amino_acid,,,,,,,fortification_agent
barramundi,barramundi,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
cloudifier,palm | soybean | sunflower,NULL,emulsifier powder,emulsifier,NULL,NULL,NULL,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,,,,,,,,,,emulsifier
sandalwood,sandalwood,NULL,whole/fresh pieces,taste profile / spice,NULL,powder|extract/oleoresin,flavouring agent,0,0.05,0.18,0,0.86,0.675,0.087,0.528,1,True,False,,,,,,,,,,taste profile / spice
methionine,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,amino_acid,,,,,,,fortification_agent
eucalyptol,eucalyptus,solvent extraction,essential oil,flavouring agent,NULL,extract/oleoresin,taste profile / spice,0.82,0.9,0.675,0.82,0.9,0.675,0.786,0.786,3,False,False,,,,,,,,,,flavouring agent
gellan gum,synthetic,fermentation,powder,gelling agent|stabiliser|thickener,NULL,NULL,NULL,0.56,0.42,0.675,0.56,0.42,0.675,0.564,0.564,2,False,False,,,,,,,,,,gelling agent|stabiliser|thickener
goji berry,goji berry,NULL,whole/fresh pieces,antioxidant,drying,powder,NULL,0,0.05,0.875,0.42,0.42,0.875,0.365,0.602,2,False,False,,,,,,,,,,antioxidant
idly ravva,rice,milling,coarse grits,base ingredient,NULL,NULL,NULL,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material
l-theanine,tea,NULL,crystalline chemical,NULL,NULL,extract/oleoresin,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,,,,,,,,NULL
mayonnaise,soybean | sunflower | egg,NULL,emulsifier powder,emulsifier,NULL,NULL,NULL,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,,,,,,,,,,emulsifier
mct powder,coconut | palm kernel,NULL,powder,lipid base,fractionation,NULL,NULL,0,0.42,0.22,0.76,0.42,0.22,0.214,0.442,1,True,False,,,,,,,,,,lipid base
molybdenum,mineral,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,,,,,,,,NULL
phosphorus,mineral,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,,,,,,,,NULL
wheatgrass,wheatgrass,NULL,whole/fresh pieces,base ingredient,NULL,juice|powder,NULL,0,0.05,0.12,0,0.5,0.12,0.063,0.198,1,False,False,,,,,,,,,,raw_agricultural_material
red salmon,salmon,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
palm kernel,palm,NULL,kernel,lipid base,cold pressing|solvent extraction,NULL,NULL,0,0,0.22,0.82,0,0.22,0.088,0.334,1,True,False,,,,,,,,,,lipid base
shea butter,shea,solvent extraction,fat fraction,lipid base,NULL,NULL,humectant,0.82,0.72,0.22,0.82,0.72,0.425,0.55,0.632,2,False,False,,,,,,,,,,lipid base
refined oil,palm | soybean | sunflower | groundnut,refining,oil,lipid base,cold pressing|solvent extraction,NULL,NULL,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base
common salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
edible salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
sodium salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
batter salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
loaded salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
smoked salt,mineral,?smoking,crystalline chemical,taste profile / spice,NULL,NULL,flavouring agent,0,0.98,0.18,0,0.98,0.675,0.366,0.564,2,False,True,,,,,,,,,,taste profile / spice
carrot bits,carrot,cut/sliced pieces,cut/sliced pieces,base ingredient,drying,NULL,NULL,0,0.1,0.12,0.42,0.1,0.12,0.078,0.204,1,False,False,,,,,,,,,,raw_agricultural_material
cashew nuts,cashew,NULL,whole/fresh pieces,base ingredient,roasting,NULL,NULL,0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
red 40 lake,synthetic,NULL,powder,colour,NULL,NULL,NULL,0,0.42,0.8,0,0.42,0.8,0.446,0.446,2,False,False,,,,,,,,,,colour
